locode,name,country_code,function,lat,lon,status
AUBWI,Bulwer,AU,1-------,-27.0667,153.3667,RL
AUBUY,Bunbury,AU,1--4----,,,AC
AUBDB,Bundaberg,AU,1--4----,,,AC
AUBUC,Burketown,AU,1-34----,-17.7333,139.5333,AI
AUBWT,Burnie,AU,1--4----,,,AC
AUBYY,Bushy Park,AU,1----6--,-37.8667,147.0333,RL
AUBUS,Busselton,AU,1-------,,,AC
AUCNS,Cairns,AU,1--4----,,,AC
AUCAL,Caloundra Head,AU,1-------,,,AC
AUCMB,Cambridge,AU,1----6--,-42.8333,147.45,RL
AUCMP,Camperdown,AU,1-------,-33.8833,151.1667,RL
AUCBR,Canberra,AU,12345---,,,AA
AUCAP,Capalaba,AU,1-3-----,-27.5167,153.1833,RL
AUCCU,Cape Cuvier,AU,1-------,,,AC
AUDON,Cape Don,AU,1-------,-11.3167,131.75,RL
AUCQP,Cape Flattery,AU,1-------,,,AI
AUCLT,Cape Lambert,AU,1-------,,,AC
AUCLN,Cape Leeuwin,AU,1-------,,,AC
AUCPN,Cape Preston,AU,1-------,,,AC
AUCBO,Carboor,AU,1----6--,-36.6333,146.55,RL
AUCAR,Carina Heights,AU,1-------,-27.5,153.0833,RL
AUCLF,Carlingford,AU,1-------,-33.7833,151.05,RL
AUCVQ,Carnarvon,AU,1--4----,,,AC
AUCHB,Catherine Hill Bay,AU,1-------,,,AC
AUCUN,Caufield North,AU,1-------,-37.8667,14.85,RQ
AUCVS,Caversham,AU,1----6--,-31.8833,115.9667,RL
AUCHV,Challis Venture (oil Terminal),AU,1-------,-12.1167,125.0167,AC
AUCHA,Chatswood,AU,1-3-----,,,RQ
AUCHE,Chermside,AU,1-------,-27.3833,153.1667,RL
AUCN6,Chinderah,AU,1-3-----,-28.2333,153.55,RL
AUCHT,Chittering,AU,1----6--,-31.4833,116.1,RL
AUSCL,Clare,AU,1----6--,-33.8333,138.6,RL
AUCLM,Claremont,AU,123-5---,-31.9833,115.7833,RL
AUCLR,Clarence River,AU,1-------,,,AC
AUCDN,Clarendon,AU,1-------,-35.1167,138.6333,RL
AUCVN,Cleveland,AU,1-3--6--,-27.5333,153.2667,RL
AUCVL,Clovelly,AU,1-------,-33.9,151.25,RL
AUCTI,Cockatoo Island,AU,1-------,-16.1,123.6167,RQ
AUCFS,Coffs Harbour,AU,1--4----,,,AC
AUCST,Coldstream,AU,1----6--,-37.7167,145.3667,RL
AUCLL,Collan Islands,AU,1-------,,,AC
AUCMO,Como,AU,1----6--,-34.0,151.0667,RL
AUCDE,Condamine,AU,1-3-----,-26.9333,150.1333,RL
AUCTN,Cooktown,AU,1--4----,,,AC
AUCOU,Coolum,AU,1----6--,-26.55,153.0833,RL
AUCOO,Coomera,AU,123-----,-27.8833,153.3,RL
AUCNW,Coonawarra,AU,1----6--,-37.3,140.8167,RL
AUCPR,Coorparoo,AU,1----6--,-27.5,153.05,RL
AUCRL,Coral Bay,AU,1-------,-23.1333,113.7667,RL
AUCRS,Coral Sea,AU,1--4----,-19.0833,150.9,RL
AUCBA,Corio Bay,AU,1-------,-38.1167,144.4333,AC
AUCRV,Coromandel Valley,AU,1----6--,-35.05,138.6167,RL
AUCOP,Cossack Pioneer (oil Terminal),AU,1-------,-19.5833,116.45,AC
AUCTE,Cottesloe,AU,1----6--,-32.0,115.7667,RL
AUCTT,Cottles Bridge,AU,1----6--,-37.6333,145.2167,RL
AUDIL,Cowandilla,AU,1----6--,-34.9167,138.55,RL
AUCOW,Cowaramup,AU,1----6--,-33.8667,115.0833,RL
AUCRF,Crafers,AU,1----6--,-35.0,138.7,RL
AUCRE,Crestmead,AU,1----6--,-27.6833,153.0833,RL
AUC8R,Cromer,AU,1-------,-34.7667,139.0,RL
AUCRU,Cronulla,AU,1----6--,-34.05,151.15,RL
AUDIT,Dalrymple Islet,AU,1-------,-9.6,143.3,RL
AUDAL,Dalton,AU,1-----7-,-34.7167,149.1833,RL
AUDAM,Dampier,AU,1-------,,,AC
AUDAR,Dardanup,AU,1----6--,-33.4,115.75,RL
AUDAA,Darra,AU,1-------,,,AC
AUDRW,Darwin,AU,12345---,-12.45,130.8333,AC
AUDRB,Derby,AU,1--4----,,,AC
AUDPO,Devonport,AU,1--4----,,,AC
AUDHI,Dhipirrinjura,AU,1-------,-12.25,135.0833,RL
AUDIA,Diamond Creek,AU,1----6--,-37.6667,145.15,RL
AUDRY,Drysdale,AU,1----6--,-38.1667,144.5667,RL
AUQDN,Eden,AU,1--4----,,,AC
AUEDE,Eden Valley,AU,1----6--,-34.65,139.1,RL
AUEDB,Edithburgh,AU,1-------,,,AC
AUELE,Electrona,AU,1-------,,,AC
AUELB,Elizabeth Bay,AU,1-------,-11.9,136.55,RL
AUELT,Eltham,AU,1----6--,-37.7333,145.15,RL
AUEPR,Esperance,AU,1--4----,,,AC
AUEVL,Evans Landing,AU,1-3-----,-12.6667,141.85,RL
AUPEX,Exmouth,AU,1-------,,,AC
AUEXM,Exmouth Gulf,AU,1--4----,,,AI
AUFIN,Findon,AU,1----6--,-34.9,138.5333,RL
AUFIS,Fisherman Islands,AU,123-----,,,UR
AUFLN,Flynn,AU,1----6--,-38.1667,146.6833,RL
AUFLD,Frankland,AU,1----6--,-34.3667,114.0667,RL
AUFRE,Fremantle,AU,1--4----,,,AC
AUFWT,Freshwater,AU,1----6--,-33.7667,151.2833,RL
AUGBT,Garbutt,AU,1-3-----,-19.2667,146.7667,RL
AUGEX,Geelong,AU,1--4----,,,AC
AUGEM,Gembrook,AU,1----6--,-37.95,145.55,RL
AUGEE,George Town,AU,1--4----,,,AC
AUGET,Geraldton,AU,1--4----,,,AC
AUGLT,Gladstone,AU,1--4----,,,AC
AUGLL,Glebe Island,AU,123-----,,,UR
AUGOI,Goods Is,AU,1-------,,,AC
AUGOA,Goolwa,AU,1-34----,-35.5,138.7833,RL
AUGOR,Gordon,AU,1----6--,-37.5833,144.1,RL
AUGOV,Gove,AU,1--4----,,,AC
AUGOH,Gove Harbour,AU,1-------,-12.2167,136.6667,RL
AUGTH,Grantham,AU,1-3-----,-27.5833,152.2,RL
AUGRB,Gravelly Beach,AU,1----6--,-41.3,146.9667,RL
AUGTW,Great Western,AU,1----6--,-37.15,142.85,RL
AUGRH,Greenhead,AU,1-------,,,AC
AUGRK,Greenock,AU,1----6--,-34.4667,138.9167,RL
AUGRV,Griffin Venture (oil Terminal),AU,1-------,-21.2167,114.6333,AC
AUGTE,Groote Eylandt,AU,1--4----,,,AC
AUGRU,Gruyere,AU,1----6--,-37.7333,145.45,RL
AUGUM,Gumeracha,AU,1----6--,-34.8333,138.8833,RL
AUHAH,Hahndorf,AU,1----6--,-35.0333,138.8,RL
AUHTT,Halletts Cove,AU,1----6--,-35.0667,138.5,RL
AUHAM,Hampton,AU,1-------,-38.3333,145.25,RL
AUHWD,Hanwood,AU,1----6--,-34.3333,146.0333,RL
AUHPP,Happy Valley,AU,1----6--,-35.0833,138.5333,RL
AUHYI,Hardy Island,AU,1-------,,,UR
AUHAS,Hastings,AU,1-------,-38.3,145.25,RL
AUHPT,Hay Point,AU,1-------,,,AC
AUHTH,Heathcote,AU,1----6--,-36.9167,144.7167,RL
AUHBE,Heatherbrae,AU,1----6--,-32.7833,151.7333,RL
AUHFR,Henderson,AU,1---5---,-32.1667,115.7667,RL
AUHNK,Hinchinbrook Island,AU,1--4----,-18.3833,146.2833,AC
AUHBA,Hobart,AU,1-345---,-42.8667,147.3,AC
AUHDD,Hoddles Creek,AU,1----6--,-37.8333,145.5833,RL
AUHOT,Hope Tun,AU,1-------,,,AC
AUIGF,Ingle Farm,AU,1----6--,-34.8333,138.6333,RL
AUIPS,Ipswich,AU,1-------,,,AC
AUIRY,Irymple,AU,1----6--,-34.25,142.1667,RL
AUJOV,Jabiru Venture (oil terminal),AU,1-------,,,RQ
AUJAR,Jarrahdale,AU,1----6--,-32.35,116.0667,RL
AUKAN,Kangarilla,AU,1----6--,-35.15,138.65,RL
AUKRB,Karumba,AU,1-34----,-17.4833,140.8333,AC
AUKTR,Katherine,AU,1--4----,,,AC
AUKAY,Kayena,AU,1----6--,-41.1833,146.8833,RL
AUKEI,Keith,AU,1----6--,-36.1,140.35,RL
AUKNG,Kensington Gardens,AU,1----6--,-35.5333,139.1,RQ
AUKEY,Keyneton,AU,1----6--,-34.5667,139.1333,RL
AUKIB,King Bay,AU,1-------,,,AC
AUKGC,Kingscote,AU,1--4----,,,AC
AUGTY,Kingsford,AU,1----6--,,,RL
AUKIT,Kingston,AU,1-------,,,AC
AUKLP,Klein Point,AU,1-------,,,AC
AUKOI,Koolan Island,AU,1-------,,,AC
AUKUR,Kurnell,AU,1-------,,,AC
AUKWI,Kwinana,AU,1-------,,,AC
AULAB,Lady Barron,AU,1-------,,,AC
AULMQ,Lake Macquarie,AU,1-3-----,-33.0667,151.6,RL
AULEN,Lakes Entrance,AU,1-3-----,-37.8833,147.9833,RL
AULAN,Langarra,AU,1-------,-12.0833,135.35,RL
AULST,Launceston,AU,1--4----,,,AC
AUJML,Laurieton,AU,1----6--,-31.65,152.8,RQ
AULGT,Legendre Terminal,AU,1-------,,,AC
AULYD,Lilydale,AU,123--6--,-37.75,145.3667,RL
AULOW,Lisarow,AU,123-----,-33.3833,151.3667,RL
AUDFE,Longwood,AU,1-------,,,RL
AULDH,Lord Howe Is,AU,1--4----,,,AC
AULUC,Lucinda,AU,1-------,,,AC
AULUB,Lucky Bay,AU,1-------,-33.6833,136.9167,RL
AUMKY,Mackay,AU,1-34----,-21.15,149.2,AC
AUMQI,Macquarie Island,AU,1-------,-54.4833,158.9333,AC
AUMRK,Macquarie Park,AU,1----6--,-33.7667,151.1167,RL
AUMBY,Maribyrnong,AU,1----6--,-37.7833,144.8833,RL
AUMAR,Marrickville,AU,123--6--,-33.9167,151.1667,RL
AUMBH,Maryborough,AU,1--4----,,,AC
AUSAD,Maryborough,AU,1-------,-37.5,143.75,RL
AUKLL,Maryknoll,AU,1-------,-38.9167,145.6,RL
AUMEL,Melbourne,AU,12345---,-37.8167,144.9667,AC
AUMRS,Melrose,AU,1-------,,,AC
AUMLI,Melville Island,AU,1-------,-11.55,130.9333,AC
AUMID,Midland,AU,1-3-----,31.8833,-115.9833,RQ
AUMIB,Milner Bay,AU,1-------,,,AC
AUMIL,Milperra,AU,1-3-----,,,RQ
AUMON,Montara Field,AU,1-------,-13.0833,124.0833,RL
AUMLL,Mooloolaba,AU,1-3-5---,-26.6833,153.1333,RL
AUMOK,Moorook,AU,1-3-----,-34.2833,140.35,RL
AUMDC,Mordialloc,AU,123-----,-38.0167,145.0833,RL
AUMGE,Mount Gravatt,AU,1-------,-27.5333,153.0833,RL
AUMHW,Mount Hawthorn,AU,1----6--,-31.9167,115.8333,RL
AUMOU,Mourilyan,AU,1-------,,,AC
AUMOW,Mowbray Heights,AU,123-----,-41.3833,147.1333,RL
AUMWA,Mulwala,AU,123-----,-36.0,146.0,RL
AUNEQ,Nericon,AU,1-3-----,-34.2,146.0333,RL
AUNLK,New Norfolk,AU,1-3-----,-42.7833,147.0667,RL
AUNTL,Newcastle,AU,1--4----,,,AI
AUVIC,Newtown,AU,1-3-----,-37.7,143.65,RL
AUNGH,Nganhurra,AU,1-----7-,-21.4833,114.0,RL
AUNHU,Nhulunbuy,AU,1-------,-12.1833,136.7833,RQ
AUNIV,Ningaloo Vision,AU,1-------,-21.4,114.0833,RL
AUNB2,North Bridge,AU,1----6--,-33.8,151.2167,RL
AUNTE,Northern Endeavour,AU,1-------,,,AC
AUOKF,Oak Flats,AU,1----6--,-34.55,150.8167,RL
AUONS,Onslow,AU,1-34----,-21.65,115.1,AI
AUOSB,Osborne Island,AU,1-------,,,AC
AUPAG,Paddington,AU,1----6--,-33.8833,151.2167,RL
AUDSW,Padstow,AU,123-----,-33.95,151.0333,RL
AUPMK,Palm Island,AU,1--4----,,,AC
AUPAL,Palmerston,AU,1-------,-12.4667,130.8333,RL
AUPEL,Pelican Point,AU,123-----,,,AC
AUPEN,Pendle Hills,AU,1----6--,-33.8,150.95,RL
AUPER,Perth,AU,12345---,-31.95,115.85,AC
AUPIS,Phillip Island,AU,1-34----,-38.4833,145.2333,RL
AUPIC,Picton,AU,1----6--,-34.1833,150.6,RQ
AUPYT,Pleystowe,AU,1-------,-21.15,149.0167,RL
AUPHP,Point Henry Pier/Melbourne,AU,12------,-38.1167,144.4333,RL
AUPSM,Point Samson,AU,1-------,,,AC
AUPWI,Point Wilson,AU,1-------,,,AC
AUPAE,Port Adelaide,AU,1-------,,,AC
AUPTL,Port Alma,AU,1-------,,,AC
AUPAU,Port Arthur,AU,1-------,,,AC
AUPUG,Port Augusta,AU,1--4----,,,AC
AUPBY,Port Bonython,AU,1-------,,,AC
AUPBT,Port Botany,AU,123-----,,,AC
AUPCT,Port Curtis,AU,1-------,,,AC
AUPTD,Port Dalrymple,AU,1-------,,,UR
AUPDI,Port Denison,AU,1-3-----,-29.2667,114.9333,RL
AUPTI,Port Douglas,AU,1--4----,,,AC
AUFRY,Port Fairy,AU,1-------,-38.3667,142.2333,RL
AUPGI,Port Giles,AU,1-------,,,AC
AUT3P,Port Hacking,AU,1-3-----,-34.0667,151.1333,RL
AUPHE,Port Hedland,AU,1--4----,,,AC
AUPHU,Port Huon,AU,1-------,,,AC
AUPJK,Port Jackson,AU,1-3-----,,,AC
AUPKL,Port Kembla,AU,1--4----,,,AC
AUPKY,Port Kenny,AU,1-------,-33.1667,134.6833,RQ
AUPLA,Port Latta,AU,1-------,,,AC
AUPLO,Port Lincoln,AU,1--4----,,,AC
AUPQQ,Port Macquarie,AU,1--4----,,,AC
AUPOR,Port Melbourne,AU,1-------,-37.8333,144.9333,RL
AUPBN,Port of Brisbane,AU,123--6--,-27.3833,153.1667,RL
AUPPI,Port Pirie,AU,1--4----,,,AC
AUPSY,Port Stanley,AU,1-------,,,AC
AUPST,Port Stanvac,AU,1-------,,,AC
AUPWL,Port Walcott,AU,1-------,,,AC
AUPWR,Port Warrender,AU,1-------,,,AC
AUPTW,Port Willunga,AU,1----6--,-35.2667,138.45,RL
AUPTJ,Portland,AU,1--4----,,,AC
AUPHR,Prahran,AU,1-3-----,-37.85,145.0,RL
AUPRC,Price,AU,1-------,,,AC
AUPRB,Proper Bay,AU,1-------,,,AC
AUPYE,Pyrenees,AU,1----6--,-37.0833,143.4833,RL
AUPYR,Pyrmont,AU,1-3-----,-33.8667,151.1833,RL
AURAF,Raffles Bay,AU,1-------,-11.2667,132.3833,RL
AURAB,Rapid Bay,AU,1-------,,,AC
AUREV,Revesby,AU,123-----,-33.95,151.0,RL
AURLL,Reynella,AU,1----6--,-36.1,138.5333,RL
AURDS,Rhodes,AU,123-----,-33.8333,151.0833,RL
AURCM,Richmond,AU,1--4----,,,AC
AURDN,Risdon,AU,1-3-----,,,AC
AUROB,Robe,AU,1-------,-37.1833,139.75,RL
AUROK,Rockhampton,AU,1--4----,,,AC
AURYP,Rocky Point,AU,1-------,-33.5,123.9833,RQ
AURBU,Roebourne,AU,1--4----,,,AC
AURNB,Rosslyn Bay,AU,1-3-----,-23.1667,150.7833,RL
AURTS,Rottnest Island,AU,1--4----,,,AC
AUROZ,Rozelle,AU,1-3--6--,-33.85,151.1667,RL
AUSMT,Saladin Marine Terminal,AU,1-------,,,AC
AUSGT,Sandgate,AU,1----6--,-32.8667,151.7,RL
AUSCY,Scoresby,AU,1-3-----,-37.9,145.2167,RL
AU5CI,Selby,AU,1----6--,-37.9167,145.3833,RL
AUSSH,Sellicks Hill,AU,1-------,,,RQ
AUSMR,Seventeen Mile Rocks/Brisbane,AU,1----6--,-27.55,152.95,RL
AUSHB,Shark Bay,AU,1-------,,,AC
AUSOL,Shea Oak Log,AU,1----6--,-34.5167,138.8167,RQ
AUSKA,Skardon River,AU,1-------,-11.75,142.0167,RL
AUSKV,Skua Venture (oil terminal),AU,1-------,,,AC
AUSKY,Skye,AU,1----6--,,,RL
AUSBN,South Brisbane,AU,1-3--6--,-27.4667,153.0167,RL
AUSTR,South Trees,AU,123-----,-23.9,151.2833,RL
AUSWR,South West Rocks,AU,1-------,,,AC
AUSPO,Spreyton,AU,123--6--,-41.2167,146.35,RL
AUSPB,Spring Bay,AU,1-------,,,AC
AUSTG,Stag Platform,AU,1-------,,,AC
AUSTA,Stanley,AU,1-------,,,AC
AUSRN,Strahan,AU,1--4----,,,AC
AUSUH,Surry Hills,AU,123-----,-33.8833,151.2167,RL
AUSYD,Sydney,AU,12345---,-33.85,151.2,AC
AUSYL,Sylvania,AU,1-------,-34.0167,151.1,RL
AUDGA,Tea Gardens,AU,1-------,-32.6667,152.15,RL
AUGUR,The Gurdies,AU,1----6--,-38.3667,145.55,RL
AUTHE,Thevenard,AU,1-------,,,AC
AUCTH,Thevenard Island,AU,1-------,-21.45,114.9833,RL
AUTIS,Thursday Island,AU,1--4----,,,AC
AUTOL,Toombul,AU,1----6--,-27.4,153.05,RQ
AUTRD,Tooradin,AU,1-3-----,-38.2167,145.3833,RL
AUTOR,Toronto,AU,1----6--,-33.0,151.6,RL
AULKU,Torrensville,AU,1-------,,,RL
AUTOB,Towford Bay,AU,1-------,,,AC
AUTSV,Townsville,AU,1--4----,,,AI
AUTRB,Trial Bay,AU,1-------,,,AC
AUTRI,Troughton Island,AU,1--4----,-13.75,126.1333,RL
AUTHS,Tweed Heads South,AU,1-3--6--,-28.2,153.5333,RL
AUDA5,Twowells,AU,1-3-----,-34.6,138.5,RL
AUULA,Ulladulla,AU,1-------,-35.35,150.4167,RL
AUULT,Ultimo,AU,1-3-----,,,RQ
AUUMB,Umbakumba,AU,1-------,-13.85,136.8,RL
AUURN,Urangan,AU,1-------,,,AC
AUUSL,Useless Loop,AU,1-------,,,AC
AUVGH,Van Gogh Terminal,AU,1-------,-21.4,114.0833,RQ
AUVAR,Varanus Island,AU,1-------,,,AC
AUWAL,Wallaroo,AU,1-------,,,AC
AUWNT,Wandoo Terminal,AU,1-------,,,AC
AUWSN,Warners Bay,AU,1-3-----,-32.9667,151.65,RL
AUWMB,Warrnambool,AU,1--4----,,,AC
AUWAZ,Warwick,AU,1--4----,,,AC
AUWTW,Waterways,AU,1----6--,-38.0,145.1167,RL
AUWTN,Webberton,AU,123-5---,-28.75,114.6167,RL
AUWEI,Weipa,AU,1--4----,,,AC
AUKJH,Welland,AU,1-------,-34.9,138.5333,RL
AUWHL,Welshpool,AU,1-34----,-38.6667,146.4333,AC
AUWWP,Wentworth Point,AU,1----6--,-33.8333,151.0667,RL
AUWRB,Werribee,AU,123-----,-37.9,144.65,RL
AUWEP,Westernport,AU,1-------,,,AC
AUWSI,Whitsunday Island,AU,1-------,-20.25,149.0167,RQ
AUWYA,Whyalla,AU,1--4----,,,AC
AUWIH,Wingham,AU,1-------,-31.8667,152.3667,RQ
AUVIT,Wishart,AU,1-------,,,RQ
AUWNB,Withnell Bay,AU,1-3-----,-20.5833,116.7833,RL
AUWOT,Wonthaggi,AU,1-------,,,AC
AUWOO,Woolloomooloo,AU,1-3-----,-33.8667,151.2167,RL
AUWBT,Woollybutt (Oil facility),AU,1-----7-,-21.05,114.8667,RQ
AUWYN,Wyndham,AU,1--4----,,,AC
AUYBA,Yamba,AU,1-------,,,RQ
AUYAM,Yampi,AU,1-------,,,AC
AUYRR,Yarra Junction,AU,1-------,-37.7833,145.6167,RL
AWAUA,Aruba,AW,1--4----,12.5,-69.9667,AI
AWBAR,Barcadera,AW,1-------,12.4833,-69.9833,RL
AWBUS,Bushiribana,AW,1-34----,12.55,-69.9667,RL
AWDEU,Druif,AW,1-------,,,RQ
AWORJ,Oranjestad,AW,1---5---,,,AI
AWSNL,Sint Nicolaas,AW,1-------,,,AI
AXMHQ,Maarianhamina (Mariehamn),AX,1--4----,60.1,19.95,AI
AXMHQ,Mariehamn (Maarianhamina),AX,1--4----,60.1,19.95,AI
AZALA,Alat,AZ,1-3-----,39.95,49.4,AM
AZBAK,Baku,AZ,12-45---,,,AI
AZKMZ,Khachmaz,AZ,1----6--,41.9833,47.5833,RL
AZQDG,Qaradag,AZ,123-----,40.25,49.6,RL
AZSHI,Shirvan,AZ,1-3-----,39.9167,48.9167,RL
AZSUQ,Sumqayit,AZ,1-3-----,40.5833,49.6667,RL
BABIR,Biracevac,BA,1-3-----,,,RQ
BA4CA,Cazin,BA,1-3-----,44.9667,15.9333,RL
BADOJ,Domaljevac,BA,1----6--,45.05,18.5667,RL
BAFOJ,Fojnica,BA,1----6--,43.95,17.9,RL
BAJBA,Jablanica,BA,1----6--,43.65,17.75,RL
BAMAG,Maglaj,BA,123-----,44.5333,18.0833,RL
BANEM,Neum,BA,1----6--,42.9167,17.6167,RL
BASMT,Sanski Most,BA,1----6--,44.7667,16.6667,RL
BAVGS,Vogosca,BA,1----6--,43.9,18.35,RL
BAZNK,Zvornik,BA,123-----,44.3833,19.1,RL
BBBGI,Bridgetown,BB,1--45---,,,AI
BBSTM,Saint Michael,BB,1----6--,13.1167,-59.6,RL
BDASJ,Ashuganj,BD,1-------,24.0333,91.0167,RL
BDBZL,Barisal,BD,1--4----,,,AI
BDBNP,Benapole,BD,1-------,23.05,88.9,RL
BDCHL,Chalna,BD,1-------,,,QQ
BDCGP,Chattogram,BD,1--45---,22.3333,91.8333,AI
BDKHL,Khulna,BD,1-------,,,AI
BDMGL,Mongla,BD,1-------,,,RQ
BDMUN,Munshiganj,BD,1-------,23.55,90.5333,RL
BDNAR,Narayanganj,BD,123-----,,,QQ
BDPCR,Panchashar,BD,1----6--,23.5667,90.5,RQ
BDPGN,Pangaon,BD,1-3-----,23.65,90.45,RL
BDPAY,Payra Port,BD,1-------,21.9333,90.2667,AA
BEAAB,Aalst,BE,1-3-----,50.9333,4.0333,RN
BEAAL,Aalter,BE,1-3-----,51.0833,3.45,RN
BEADK,Adinkerke,BE,1-3-----,51.0667,2.6,RN
BEAFN,Afsnee,BE,1-3-----,51.0333,3.6667,RN
BEABK,Albertkanaal ports,BE,1-------,,,AI
BEAMY,Amay,BE,1-3-----,50.55,5.3167,RN
BEAPS,Ampsin,BE,1-3-----,50.5333,5.2833,RN
BEAND,Andenne,BE,1-3-----,50.4833,5.1,RL
BEANB,Angleur,BE,123-----,50.6167,5.5833,RN
BEANH,Anh̩e,BE,1-3-----,50.3167,4.8833,RN
BEAVE,Annevoie,BE,1-3-----,50.3333,4.8333,RN
BEASR,Anseremme,BE,1-3-----,50.25,4.9,RN
BEAHE,Antheit,BE,1-3-----,50.55,5.2167,RN
BEATO,Antoing,BE,1-3-----,50.5667,3.45,RN
BEANR,Antwerpen,BE,12345---,51.2167,4.4167,AI
BEAVG,Anvaing,BE,1-3-----,,,RQ
BEAPL,Appels,BE,1-3-----,51.0333,4.0667,RN
BEAPT,Appelterre-Eichem,BE,123-----,50.8167,3.9667,RL
BEAEJ,Arendonk,BE,1-3-----,51.3167,5.0833,RN
BEAGT,Argenteau,BE,1-3-----,50.7,5.7,RN
BEASP,Asper,BE,1-3-----,50.9167,3.65,RN
BEAST,Astene,BE,1-3-----,50.9833,3.55,RL
BEATH,Ath,BE,123-----,50.6167,3.7667,RN
BE7PD,Athis,BE,1-3-----,50.3667,3.7667,RL
BEODE,Auderghem (Oudergem)/Brussel (Bruxelles),BE,1-3-----,50.8167,4.4333,RN
BEAVS,Auvelais,BE,1-3-----,50.45,4.6167,RN
BEAVL,Avelgem,BE,1-3-----,50.7667,3.4333,RN
BEW5R,Awirs,BE,1-3-----,50.6,5.4,RL
BEBSR,Baasrode,BE,123----B,51.0333,4.1667,RL
BEBAI,Baillonville,BE,1----6--,50.2833,5.3333,RL
BEBLE,Balen,BE,1-3-----,51.1667,5.15,RN
BEBGK,Balgerhoek,BE,123-----,51.2,3.5167,RL
BEBOA,Bas-Oha,BE,1-3-----,50.5167,5.1833,RN
BEBAT,Battel,BE,1-3-----,51.05,4.45,RN
BEBDU,Baudour,BE,1-3-----,50.4833,3.8167,RN
BEBAZ,Bazel,BE,1-3-----,51.15,4.3,RN
BEBRM,Beernem,BE,1-3-----,51.15,3.3333,RN
BEBER,Beerse,BE,1-3-----,51.3167,4.8667,RN
BEBCR,Bellecourt,BE,1-3-----,50.4833,4.25,RN
BEBLO,Beloeil,BE,1-3-----,50.55,3.7167,RN
BEBAN,Ben-Ahin,BE,1-3-----,50.5167,5.1667,RN
BEBCM,Berchem,BE,123-----,50.7833,3.5,RL
BEBRT,Berendrecht,BE,1-3-----,51.3333,4.3167,RN
BERIN,Beringen,BE,123-----,51.05,5.2167,RN
BEBNU,Berneau,BE,1-3-----,50.75,5.7333,RN
BEBTX,Bertrix,BE,1-3-----,49.85,5.25,RN
BEBVE,Bever,BE,1-3-----,50.7167,3.9333,RN
BEBVO,Beverlo,BE,1-3-----,51.0833,5.2,RN
BEBSE,Bissegem,BE,1-3-----,50.8167,3.2167,RN
BEBBG,Blankenberge,BE,1-3-----,51.3167,3.1333,RN
BEWHT,Blaregnies,BE,1-3-----,50.35,3.8833,RL
BEBLT,Blaton,BE,1-3-----,50.5,3.65,RN
BEBHR,Bl̩haries,BE,1-3-----,50.5167,3.4,RN
BEBOC,Bocholt,BE,1-3-----,51.1667,5.5833,RN
BEBHE,Boekhoute,BE,1-3-----,51.25,3.7167,RN
BEBOM,Boom,BE,123-----,51.0833,4.3667,RN
BEBOO,Boorsem,BE,1-3-----,50.9333,5.7167,RN
BEBMB,Boortmeerbeek,BE,123-----,50.9833,4.5667,RL
BEBON,Bornem,BE,1-3-----,51.1,4.2333,RN
BEBSU,Bossuit,BE,1-3-----,50.75,3.4,RN
BEBO2,Bougnies,BE,1-3-----,50.3833,3.9333,RL
BEBVM,Bouvignes-sur-Meuse,BE,1-3-----,50.2667,4.9,RN
BEBRE,Bree,BE,1-3-----,51.1333,5.6,RN
BEBGN,Briegden,BE,1-3-----,50.8667,5.6167,RN
BEBGS,Brugge (Bruges),BE,123-----,51.2167,3.2333,RN
BEBRU,Brussel (Bruxelles),BE,1234----,50.8333,4.3333,AI
BEBRU,Bruxelles (Brussel),BE,1234----,50.8333,4.3333,AI
BEBRY,Bruyelle,BE,1-3-----,50.55,3.4167,RN
BEBHU,Buggenhout,BE,1-3-----,51.0167,4.2,RN
BEBUD,Burcht,BE,1-3-----,51.2,4.35,RN
BECLN,Calonne,BE,1-3-----,50.5667,3.4333,RN
BEKAN,Canne (Kanne),BE,1-3-----,50.8167,5.6667,RN
BECRL,Charleroi,BE,1234----,50.4167,4.4333,AI
BECTL,Ch̢telineau,BE,1-3-----,50.4167,4.5167,RN
BECRA,Cheratte,BE,1-3-----,50.6833,5.6667,RN
BECRQ,Chercq,BE,1-3-----,50.5833,3.4,RN
BECTA,Chertal,BE,123-----,50.6833,5.6667,RL
BECBQ,Clabecq,BE,123-----,50.6833,4.2167,RN
BECOM,Comines,BE,1-3-----,50.7667,2.9833,RN
BECOU,Couillet,BE,1-3-----,50.3833,4.45,RN
BECCS,Courcelles,BE,123-----,50.4667,4.3667,RL
BEDKN,Daknam,BE,123-----,51.1333,3.9833,RL
BEDPY,Dampremy,BE,1-3-----,50.4167,4.4,RN
BEDPE,De Pinte,BE,123-----,51.0,3.65,RN
BEDEZ,Deinze,BE,1-3-----,50.9833,3.5333,RN
BEDNB,Denderbelle,BE,1-3-----,51.0,4.0833,RL
BEIAI,Denderhoutem,BE,1-3-----,,,RQ
BEDRW,Denderleeuw,BE,1-3-----,50.8833,4.0667,RN
BEDDR,Dendermonde,BE,1-3-----,51.0333,4.1167,RN
BEDSE,Dessel,BE,1-3-----,51.2333,5.1167,RN
BEDSL,Desselgem,BE,1-3-----,50.8833,3.35,RN
BEDEG,Deurne,BE,1-3-----,51.2167,4.4667,RN
BEDXN,Deux-Acren,BE,1-3-----,50.7333,3.85,RN
